#cm,K,K,K,K,K,K,K,K,K,K,K,K
#r,T_1p0D,T_1p5D,T_2p0D,T_2p5D,T_3p0D,T_3p5D,T_rms_1p0D,T_rms_1p5D,T_rms_2p0D,T_rms_2p5D,T_rms_3p0D,T_rms_3p5D
-5.0000000E-001, 1.3220512E+003, 1.3920361E+003, 1.3811902E+003, 1.1988469E+003, 9.7535484E+002, 8.0326428E+002
 1.5000000E+000, 1.3253607E+003, 1.3946731E+003, 1.3903690E+003, 1.2163904E+003, 9.9491141E+002, 8.1120919E+002
 3.5000000E+000, 1.3248484E+003, 1.1579565E+003, 1.0310802E+003, 9.0794643E+002, 8.0618365E+002, 7.1170034E+002
 5.5000000E+000, 6.5825788E+002, 6.2306525E+002, 6.2242521E+002, 6.1982057E+002, 5.9891583E+002, 5.6946127E+002
 7.5000000E+000, 3.8092940E+002, 3.9785418E+002, 4.1879020E+002, 4.4736081E+002, 4.5420360E+002, 4.5505270E+002
 9.5000000E+000, 3.0971893E+002, 3.1965237E+002, 3.3115735E+002, 3.5159453E+002, 3.6510943E+002, 3.7675327E+002
 1.1500000E+001, 2.9674742E+002, 2.9911388E+002, 3.0155534E+002, 3.0875651E+002, 3.1632501E+002, 3.2510469E+002
